Id,DeltaTime[ns],0:UART: RX/TX
611,12850.00,00
612,12850.00,00
613,12850.00,00
614,12800.00,00
615,12850.00,01
616,12850.00,00
617,12850.00,00
618,12800.00,00
619,12850.00,00
620,12850.00,00
621,12850.00,4D
