Id,Time[ns],0:UART: RX/TX
412,667501300.00,A3
413,667544000.00,FF
414,667553950.00,FF
415,667563950.00,0D
416,667573900.00,13
417,667583850.00,00
418,667593850.00,CC
419,667603800.00,08
420,667613750.00,00
421,667623750.00,00
422,667633700.00,00
423,667643650.00,00
424,667653650.00,7A
425,667663600.00,19
426,667673550.00,00
427,667683550.00,00
428,667693500.00,00
429,667703450.00,CC
430,667713450.00,08
431,667723400.00,00
432,667733350.00,00
433,667743350.00,00
434,667753300.00,00
435,667763250.00,A4
436,717101500.00,FF
437,717112500.00,FF
438,717123450.00,0D
439,717134400.00,04
440,717145350.00,02
441,717156350.00,38
442,717251000.00,11
443,717391550.00,A3
444,717441600.00,FF
445,717451550.00,FF
446,717461500.00,0D
447,717471500.00,13
448,717481450.00,00
449,717491400.00,CC
450,717501400.00,08
451,717511350.00,00
452,717521300.00,00
453,717531300.00,00
454,717541250.00,00
455,717551200.00,7A
456,717561200.00,19
457,717571150.00,00
458,717581100.00,00
459,717591100.00,00
460,717601050.00,CC
461,717611000.00,08
462,717621000.00,00
463,717630950.00,00
464,717640900.00,00
465,717650900.00,00
466,717660850.00,A4
467,767073850.00,FF
468,767084800.00,FF
469,767095800.00,0D
470,767106750.00,04
471,767117700.00,02
472,767128700.00,38
473,767255250.00,11
474,767483500.00,A3
475,767527400.00,FF
476,767537350.00,FF
477,767547350.00,0D
478,767557300.00,13
479,767567250.00,00
480,767577250.00,CC
481,767587200.00,08
482,767597150.00,00
483,767607150.00,00
484,767617100.00,00
485,767627050.00,00
486,767637050.00,7A
487,767647000.00,19
488,767656950.00,00
489,767666900.00,00
490,767676900.00,00
491,767686850.00,CC
492,767696800.00,08
493,767706750.00,00
494,767716750.00,00
495,767726700.00,00
496,767736650.00,00
497,767746650.00,A4
498,816852000.00,FF
499,816862950.00,FF
500,816873950.00,0D
501,816884900.00,04
502,816895850.00,02
503,816906850.00,38
504,817031400.00,11
505,817112100.00,A3
506,817156000.00,FF
507,817165950.00,FF
508,817175950.00,0D
509,817185900.00,13
510,817195850.00,00
511,817205850.00,CC
512,817215800.00,08
513,817225750.00,00
514,817235700.00,00
515,817245700.00,00
516,817255650.00,00
517,817265600.00,7A
518,817275600.00,19
519,817285550.00,00
520,817295500.00,00
521,817305500.00,00
522,817315450.00,CC
523,817325400.00,08
524,817335400.00,00
525,817345350.00,00
526,817355300.00,00
527,817365300.00,00
528,817375250.00,A4
529,867327150.00,FF
530,867338100.00,FF
531,867349100.00,0D
532,867360050.00,04
533,867371000.00,02
534,867381950.00,38
535,867515550.00,11
536,867638100.00,A3
537,867683800.00,FF
538,867693800.00,FF
539,867703750.00,0D
540,867713700.00,13
541,867723700.00,00
542,867733650.00,CC
543,867743650.00,08
544,867753600.00,00
545,867763550.00,00
546,867773550.00,00
547,867783500.00,00
548,867793450.00,7A
549,867803450.00,19
550,867813400.00,00
551,867823350.00,00
552,867833350.00,00
553,867843300.00,CC
554,867853250.00,08
555,867863250.00,00
556,867873200.00,00
557,867883150.00,00
558,867893150.00,00
559,867903100.00,A4
560,916878250.00,FF
561,916889200.00,FF
562,916900200.00,0D
563,916911150.00,04
564,916922100.00,02
565,916933050.00,38
566,916987850.00,11
567,917117450.00,A3
568,917162500.00,FF
569,917172450.00,FF
570,917182450.00,0D
571,917192400.00,13
572,917202350.00,00
573,917212350.00,CC
574,917222300.00,08
575,917232250.00,00
576,917242250.00,00
577,917252200.00,00
578,917262150.00,00
579,917272150.00,7A
580,917282100.00,19
581,917292050.00,00
582,917302050.00,00
583,917312000.00,00
584,917321950.00,CC
585,917331950.00,08
586,917341900.00,00
587,917351850.00,00
588,917361850.00,00
589,917371800.00,00
590,917381750.00,A4
591,966909250.00,FF
592,966920200.00,FF
593,966931150.00,0D
594,966942100.00,04
595,966953100.00,02
596,966964050.00,38
597,967079650.00,11
598,967173350.00,A3
599,967216650.00,FF
600,967226600.00,FF
601,967236550.00,0D
602,967246500.00,13
603,967256500.00,00
604,967266450.00,CC
605,967276400.00,08
606,967286400.00,00
607,967296350.00,00
608,967306300.00,00
609,967316250.00,00
610,967326250.00,7A
611,967336200.00,19
612,967346200.00,00
613,967356150.00,00
614,967366100.00,00
615,967376050.00,CC
616,967386050.00,08
617,967396000.00,00
618,967405950.00,00
619,967415950.00,00
620,967425900.00,00
621,967435850.00,A4
