Id,Time[ns],0:UART: RX/TX
553,886821450.00,A5
554,886831400.00,08
555,886841300.00,00
556,886851250.00,00
557,886861200.00,00
558,886871100.00,00
559,886881050.00,F2
560,935839850.00,FF
561,935850800.00,FF
562,935861750.00,07
563,935872700.00,04
564,935883700.00,02
565,935894650.00,38
566,935960450.00,11
567,936071100.00,A9
568,936113550.00,FF
569,936123500.00,FF
570,936133400.00,07
571,936143350.00,13
572,936153250.00,00
573,936163200.00,A5
574,936173150.00,08
575,936183050.00,00
576,936193000.00,00
577,936202950.00,00
578,936212850.00,00
579,936222800.00,7A
580,936232750.00,1F
581,936242650.00,00
582,936252600.00,00
583,936262550.00,00
584,936272450.00,A5
585,936282400.00,08
586,936292350.00,00
587,936302250.00,00
588,936312200.00,00
589,936322150.00,00
590,936332050.00,F2
591,985867600.00,FF
592,985878550.00,FF
593,985889500.00,07
594,985900450.00,04
595,985911450.00,02
596,985922400.00,38
597,985994150.00,11
598,986091800.00,A9
599,986134950.00,FF
600,986144900.00,FF
601,986154800.00,07
602,986164750.00,13
603,986174650.00,00
604,986184600.00,A5
605,986194550.00,08
606,986204450.00,00
607,986214400.00,00
608,986224350.00,00
609,986234250.00,00
610,986244200.00,7A
611,986254150.00,1F
612,986264050.00,00
613,986274000.00,00
614,986283900.00,00
615,986293850.00,A5
616,986303800.00,08
617,986313700.00,00
618,986323650.00,00
619,986333600.00,00
620,986343500.00,00
621,986353450.00,F2
